link,writer,time,text
https://lh3.googleusercontent.com/a/ACg8ocLCZQS6fwQJahUv2lmI5MjuEnLde8DyIY76AN3pKbm1n6bG=w43-h43-p-rp-mo-br100,Faruk Reza,3 months ago,"I am the one who is hard hearted with my previous experience at the emergency unit at the hospital. Mainly because of the crowded environment, long waiting, and sensing a lack of empathy from doctors and nurses of emergency staff.

This mindset has completely changed after my one-week hospitalization.  On August 10th, 2024, suddenly, I lost consciousness and was taken by ambulance to emergency to Trillium Hospital. Eventually I was admitted to CCU where I was for five days. As soon as I am there, I started to feel a completely different caring environment.

I am writing this to express my wonderful experience from my 5 days in the Critical Care Unit (CCU) at Trillium Hospital. During my conscious and subconscious moment each doctor, nurses and other staff took care of me whole heartedly.  I am grateful for their sincere care, affectionate nursing and above and beyond attention. I am sincerely thanking you and grateful for the positive nursing experience."
https://lh3.googleusercontent.com/a-/ALV-UjV3II3PtjE-zeCrgQY6k_uC7F80cuNreqhKQpXiwoF1GHhLuBM=w43-h43-p-rp-mo-ba3-br100,Nehir Selin,2 months ago,Went there back on July for my delivery. The hospital does not provide anything at all. I asked for a breastmilk pump as my milk did not kick in and baby desperately needed it to the weight but they said they don’t provide pumps. The room was tinny and was shared by 2 families. The bathroom was so small and hard to use after a long delivery. My epidural was also done late so it did not work at all.
https://lh3.googleusercontent.com/a-/ALV-UjUActfB-osTbJUZWhZ5Y1NHILhEKz3ruw8vbb6Yv8DHj-tAz-Q=w43-h43-p-rp-mo-ba2-br100,Kim Lowry,5 months ago,"On June 6th my husband had day surgery at this facility.  Let me tell you about the wonderful experience we had. The moment we arrived we were greeted by one of the volunteers who took us up to the second floor where we had to check in. He was very helpful and oh so pleasant.
Check in was done in seconds and wait time to be called in was only minutes.
Once my husband was assigned a bed to get ""ready "" for his surgery we were introduced to his nurse whom I'm sure her name was Leslie.  She was wonderful full of information and so kind especially with my husband being terrified of what was to come. She assured us everything would be fine and she would see us when he was finished.  We then met the surgeon, Dr. Lee who wad also very reassuring.  The nurse who started the IV was an absolute riot trying to calm my husband down and make the whole process fun even when it wasn't. After surgery I was informed immediately how everything went by Dr. Lee and was called by the day surgery unit when he woke up. Not long after he was discharged and wheeled out to me in the waiting car.

We cannot say enough how lovely and helpful the staff here was. I hope anyone needing some kind of surgery or hospital care can go here.  My local hospital could learn a lot from this facility

Thank you all
The Lowry's"
https://lh3.googleusercontent.com/a-/ALV-UjXj2kmDHKQKEaPlYyvCd6DDVZEN01VjF76TNRegU9g6C_Fma-FT=w43-h43-p-rp-mo-ba2-br100,Karla Somohano,a month ago,"please don't come here if you are in crisis, suicidal, or struggling with mental health. i came here last week because i wanted to kill myself. i was brought by 911 and was put in an urgent care room. it was very noisy (because it's a general hospital) and i heard a patient screaming. the code blues and code browns will keep you awake. i had to stay overnight until i could see a social worker and a psychiatrist. the nurses told me that it'll only be a ""couple hours"" in the morning until i see a psychiatrist. i saw a psychiatrist at 2pm. before the psychiatrist, i saw a medical student. somehow the student was more empathetic to my situation and talked to me with a kind voice. when the psychiatrist came in, she was very dismissive of my anxieties. i told her many times that i didn't feel safe alone or at home. she asked me if i would take me life if i went home, and i said yes. instead of admitting me to their psych ward unit, she told me that the people there are ""very unwell"", that i would not benefit from being there and that i should go to their outpatient clinic. i didn't even get a diagnosis and it's been more than a week since i was referred and haven't gotten a single call from Credit Valley.

i left the hospital feeling a lot more suicidal and upset that they didn't care about my wellbeing. 2 days later, i went to CAMH's emergency department because i almost took my life. i was seen there much faster, the nurses were very attentive, and i was admitted the next day to one of their inpatient units.

please do NOT go to Trillium. go to CAMH. it is so much better here. i've met 2 other patients who went to Trillium for the same reasons as me and they had a worse experience than i did. at least at CAMH i got an OCD diagnosis."
https://lh3.googleusercontent.com/a-/ALV-UjWdYJ0cX-Loa3eSncm6Jo51ZCKy9Fwt7kZ8HDdPQHaVkIYrxB_Wzg=w43-h43-p-rp-mo-br100,seemal akhtar,2 weeks ago,"horrible time management, was in there for 10+ hours just for a CT. Nurses were super unhelpful (if you asked them to get the doctor, theyd say the doctor will come when he comes?) no regard of how patient is feeling, no access to reports till they discharge you (which they purposely stretch out and the mycharts app isnt even updated post-discharge) even gave me no reason for what i was feeling when they discharged me."
https://lh3.googleusercontent.com/a-/ALV-UjXE83xBBNbYSeaBGQ0vowZcbupk7TIVzsa2eJYFO5hIkZPsTQNM=w43-h43-p-rp-mo-ba5-br100,William Eede,3 months ago,"My Dr sent me in to Emergency with chest pains. Every single one of the staff was very good. My nurse even made me smile with her wit which eased my stress and really helped the situation. Then I went for a stress test in Cardiology and there was a little older lady there named Sophie.
She was in my mind unstable. She came at me with a razor and shaved half my chest telling me she needed to put the pads on so as to monitor my heart. Meanwhile I had pads on for the last 24 hours in 3 different areas. Then she started insisting that I wear a mask to get on the treadmill for the stress test. I felt this was not only unnecessary as no one in the whole place was wearing masks but also dangerous for a person with chest tightness and some shortness of breath already. Then she proceeded to speed the treadmill up at a very quick pace completing the hour long test in a matter of minutes. I had a heck of a time breathing after the incident. Some of the other staff even made faces at her and were telling her how to do her job so they obviously knew there was a problem with this person.
I still have upset thoughts and mild trauma over how I was treated by this woman.
When I filled out an out patient questionnaire and stated yes that I would like a phone call to discuss the matter I never heard back from anyone. I felt like she didn't like me because I was an elderly white man as that was all I could think of for her behavior. I wasn't rude, loud or verbally abusive in any way whatsoever.
In my opinion this person is dangerous and should have HR look into her behavior."
https://lh3.googleusercontent.com/a-/ALV-UjX8hap16nYKUaXsp_C6oTzW_AkXzZVJs-FbjsUacWiCevhBNNhL=w43-h43-p-rp-mo-ba3-br100,Sumeet Kapoor,2 weeks ago,"I know these reviews are not gonna change anything but, I just want to share my experience. Most of the senior staff is super rude the younger ones are more friendly and professional. The doctor we had in emergency was also very rude. No one has any empathy whatsoever, older staff is very robotic."
https://lh3.googleusercontent.com/a/ACg8ocK1QDtIwqEn4Y43YQNDLf_5Xx8jOioFSCqfClV_QcoGX2GgNQ=w43-h43-p-rp-mo-br100,RY tu,5 months ago,I want to say thank you to all the nurses from 4J especially Ruchi. She is very responsible and professional. I feel safe even I was alone in the hospital.  My family also got help from the volunteers at the gate who lead their way to my room. I came home with great appreciation to all the nice people in this hospital!
https://lh3.googleusercontent.com/a/ACg8ocKsWx_a3bit121DySV5RsXrp4iFDVZynVmnGSnZVvBaw9__Gw=w43-h43-p-rp-mo-br100,S W,3 months ago,"Went to ER for unbearable pinched nerve in my spine.
While I sat 10ft away quietly waiting in a chair, I heard a Jamaican nurse in administration say to another nurse ""39 year old with lower back pain?"" And proceed to kiss her teeth.. in a very disbelieving ""eye-roll"" tone.
I never complained once about waiting,  I literally sat quietly and this is the conduct some of the trash staff display.

The doctor was knowledgeable and professional and helped ease my worry of taking any sort of pain management medication.

Overall,  avoid this hospital just based on some of the nurses conduct and attitude."
https://lh3.googleusercontent.com/a-/ALV-UjX-njT1WFKANxwxHg0puPxvLepzoxUYWJVpanr6zqeYi23eR3HN=w43-h43-p-rp-mo-ba3-br100,Icepower Company,a month ago,No customer service.  Appointment was 6:45sm at fracture department. Until 8:10am even we didn't see doctor.  Stuff very an polite. Asked manager. Telling manager coming after 9am. Too slowly working
https://lh3.googleusercontent.com/a-/ALV-UjXvSvhJbXIhLtUObjsR_8_WYjRBbIM8g4dkzPbKdB93kaO0dKbXIA=w43-h43-p-rp-mo-br100,Pharoah ZAMALEK,3 weeks ago,"Worst hospital ever, go to credit valley even st Joseph. But never go to this hospital, the nurses there shouldn't be anywhere near a hospital. Rude nurses, arrogant and no care for their work. I did an ultra sound on my baby, a nurse named Haley, grabbed my month and a half year old baby by the leg and arm in an aggressive way, I almost smacked her in the face.  Stay away from this hospital."
https://lh3.googleusercontent.com/a/ACg8ocIUcSYcQhzJPul58A03WfUDckR1FHWuXzRhFW-AOAqA0fPWW_0=w43-h43-p-rp-mo-ba4-br100,pwhlee,2 months ago,"Imagine receiving healthcare, not having to pay anything upfront, and then coming on here and leaving one-star reviews. Hospitals saves lives. All public hospital staff are underpaid and overworked. In my lifetime, this place has helped my father, my sister, and now my fiancee. They find out what's wrong with you, and then they fix it or they tell you where to go to fix it. They. Save. Lives. There is no justification for a one-star reviews."
https://lh3.googleusercontent.com/a/ACg8ocIgTvfMSeD8tTP4Y2bAH4cXuanTfKVpdXHyKuNKN5GrH2VVRw=w43-h43-p-rp-mo-br100,P Di Meo,3 months ago,"I had double spine fusion surgery at this hospital three weeks ago. This is what I experienced.
First of all, I will be forever indebted to Dr. Shahideh and Dr. Wilson for their expertise, experience and confidence to do what they do.
At pre-op I was looked after by a friendly and hard-working nurse named Jennifer who managed to juggle at least 6 other patients who were scheduled for surgery that morning with efficiency and a sense of humour.
I do not know the names of the nurses who assisted in the operating room but I would like to thank them for contributing to my successful surgery.
At post-op a wonderful nurse named HP was compassionate and very attentive to my needs.
I was transferred to the 1J Orthopaedic floor where I was initially taken care of by a nurse named Marian who was very caring, patient and knowledgeable.
Overnight, I was looked after by an amazing and compassionate nurse named Halyna. I had the good fortune to have her assigned to me for two nights. She was like a super hero who was always not far away and made sure I was comfortable. She  expertly found a vein in my wrist to re-insert my IV after I inadvertently removed it. She carried out her duties with a quiet confidence and good-natured attitude.
The next two days I was very fortunate to be looked after by two incredible nurses named Rose and Raman. Rose was so warm and caring with a beautiful sunny demeanor who always seemed to be smiling while caring out her responsibilities very efficiently. She was always very caring and patient. Raman was also very caring, calm and patient and made me feel like I was being looked after by a seasoned nurse with years of experience except she had not even fully graduated to RN status yet as she was days away from graduating. She will be a wonderful asset to this hospital for years to come.
Overnight, I was looked after by another wonderful and hard-working nurse named Carolina who was very professional and always not far away.  I felt I was always in good care under her watch.
Throughout my stay I was visited by a wonderful stream of nurses, doctors and physician assistants especially Mario Haroon who patiently answered and explained all my queries. They made sure I had everything I required and really put me at ease.
I would also like to thank the physical therapists who were very patient and knowledgeable and occupational therapist Kristen for her expert care, knowledge and positive demeanor.

For those of you who have read previous reviews on this site, you can see that my review and experience was much more positive than the others. I believe that this is because the hospital is making a concerted effort to improve overall conditions, staffing and patient care. They are on the right track!

Thank you so much,
P Di Meo"
https://lh3.googleusercontent.com/a-/ALV-UjUZL7mJXnHLFBcH1QURGIGUJp3EKmtqmixn16Nn8QRscISJYok=w43-h43-p-rp-mo-ba2-br100,Grove Bai,a month ago,"I came to visit my mom in room 339 on November 4th 2024 and the room was disgusting it's very nasty it needs a good cleaning unbelievable this Canada why is this hospital so dirty,  WHY I did a video of this and will go to the next level for higher management. To see. I had to clean this room myself because my mom or anyone else shouldn't be in a room that's this DISGUSTING 😡😡😡"
https://lh3.googleusercontent.com/a-/ALV-UjWkrwQTICVck39LkPbgUtgLkN92aPTtsMIoA1ZFIG8pbPiizWE=w43-h43-p-rp-mo-br100,Miralou Bernal,2 months ago,"Today, I went to Trillium ER, as I was having rapid heart rate since yesterday which was 130 beats per minute. This morning my heart rate ranged from 126 bpm going to highest to 150 bpm. I never had experienced that in my life and I could feel chest pain as if I’m having a pounding weight on top of my chest. Being a health care professional myself from William Osler Hospital, I expected to have immediate care as far as my nursing knowledge Chest pain must be attended right away since you don’t know what is causing the chest pain. Time is crucial and of big importance. I’ve been having fertility treatment and I am taking Progesterone and Estrogen. The triage nurse in Trillium Hospital ER just checked my vital signs and told me to just wait to sit down and wait. I used deep breathing techniques to calm myself down, I’m constantly checking my heart rate, I had a Garmin watch, my heart rate is still in 120 plus. I have waited for an hour without anyone to check on me, I was not even given a registration patient ID bracelet, the triage nurse just simply ignored me as if i am nothing there even if my hand is on my chest and I am in a lot of pain from my chest. I approached the lady on the desk and told her I’m having tingling sensation on my fingers and legs and my chest felt heavier and heavier, as if I’m feeling out of breath. I told her I don’t want to pass out so I tried to inform them how I felt. There was a guy wearing a light blue shirt that approached me in a very insensitive manner, since I told them I am a nurse myself and I want to prevent myself from passing out before they will attend to me. The white guy wearing a blue shirt I am not sure if he is a nurse simply said to me in a sarcastic and unprofessional manner “So you work in healthcare so you should understand how it is! Do you work also in Emerge?” This is so unprofessional and beyond my imagination how these people who is supposed to be caring and compassionate to any of their patients became so cold and so mean and I felt like they want me to have a code blue first before they will actually jump on their toes send simply attend on me. This is such a horrible hospital experience and I cannot simply believe that this was happening in this hospital who is supposed to manage cardiac care. I think that they wanted their patients to die first before they will do their duties!!! It is such a big disappointment because I am in health care field too and in my unit any patient that displayed alarming symptoms I attend right away. Prevention is better than cure!!! These ER staff in Triage is so horrible that I felt like they shouldn’t be working where they are because I felt bad for those who can’t speak for themselves. I understand it’s a lot of work for us health care professionals, it’s a lot of stress, too many patients and everyone burn out, but you don’t have to be so cold and so mean like you are just a robot and just don’t care anymore doing your job as a health care professional. My hard earned money paid the taxes for your hospital to function! Same with all the patients going to your hospital and especially Emerge! They paid for your salaries!!! So be nice and give your patients quality care and not crappy care like I received today!  For me to experience this today was unacceptable and such a disgrace to the kind of health care system we have in Mississauga! Please if you or your family member have chest pain please just go somewhere else aside from this hospital. If you treasure your life and your family members please go somewhere that will
Actually attend to your chest pain and treat your life more important than these horrible health care professionals who just simply took my Vital signs and asked me to sit and wait for a long time!!! It’s such a big shame!!"
https://lh3.googleusercontent.com/a-/ALV-UjULBhJklbFSKG0QEFddXjuPPM821LApIQoi--aebv8Rl6ZbPtj2og=w43-h43-p-rp-mo-ba2-br100,shradha kakar,5 months ago,"Worst experience at this so called medical centre.  I went into the ER at 3:00 am as there was an emergency.  However, the staff probably doesn't understand what an emergency is and made me wait for hours to be checked. I was in pain and could not hold it anymore, therefore had to leave without any medical assistance. The worst part was waiting in the ER listening to the loud laughter, chatter and mocking of the nurse's, who are actually supposed to be comforting were anything but that. It was my first visit to the ER which has left me in disappointment and fear for any such situation which might arise in the future, I know I can't look up to this medical centre at least."
https://lh3.googleusercontent.com/a-/ALV-UjXGZ_XoDE0AikICxdeFBU7zd5_FVgvywkA16w6X9Gq25QXPXnL3=w43-h43-p-rp-mo-br100,Simon Lee,3 months ago,"Dr. Gupta should not be working at a reputable hospital such as trillium. His code of conduct and ethics as a doctor is an example of misuse and malpractice of medicine. If you’re reading this please make sure you take attention of it and I pray that you don’t go through the same experience I had.

As far as the nurses of triage and RAFT, you guys are absolutely amazing. Thank you."
https://lh3.googleusercontent.com/a-/ALV-UjXbG3sij09aMJwyJ3LCmFBtUarMi9z_sWBnFa8dBqen0kVvqSM=w43-h43-p-rp-mo-br100,Sadaf Farooq,4 months ago,"My mom passed away in this hospital due to the negligence & miscommunication between doctor and nurses and the extreme  stressful handling of patient, she was diabetic but kept with out food and water in case doctor need to do some procedure after  10 hours in  emergency they took her to  a critical care room but with no air conditioning or a fan and on asking we were told air-condition is not working and they have asked a technician to fix it . nurses were fanning her with vomit bowl when she fainted on bed due to the humid hot suffocating environment  random doctor on  the round rushed to the scene  and checked and said to the nurses that something went wrong and miss communicated  and told us she is now having a heart attack right now but there was no cardiologist who could come and see her they kept telling us from the beginning that he will come and assess but  “don't know when “was their  answer she was kept with out having water and food until she fainted twice. Such a horrible hospital with horrible medical team they only take patients as numbers and do not care for elderly.  This is a very scary place to bring your loved ones because they will end up dead in the hands of the people who could save their lives . Very very sad and scary. I don't even want to give them a single star to what they did to my beloved mother but i cant post until i select a star ."
https://lh3.googleusercontent.com/a/ACg8ocJ5NY67b-4QB9-Tc1VLUOLvrBo-JhwqT1zh65FgOcp6OSCLvg=w43-h43-p-rp-mo-br100,Brian Sudds,3 months ago,My wife was rushed into ICU with a collapsed left lung consequence heart failure. ICU saved her life however moved to Cardo and a nurse stuck a contaminated IV needle in my wife. She developed sepsis as a result Kidney Failure and abscesses on her spine. That nurse just about killed my wife. Absolutely horrible follow-up. The blood disease specialist took 4 weeks to review her lumbar MRI and the Nurse Practioner withheld my wife's Discharge Report from her MD for 2.5 months.  She then went into kidney failure again due to the longevity of the PICC antibiotic input. Trillium never warned my wife about permanent damage due to the trauma on her spine. These people deserve to be fired and under criminal charges. Some of the nurses absolutely rude and unprofessional. If you want to maintain your sanity avoid Trillium Mississauga at all costs.
https://lh3.googleusercontent.com/a/ACg8ocKiMqtz1HYy4F55N29x_ugnb-ws7cFEe1iIHvliOGDLL5vwCzw=w43-h43-p-rp-mo-ba2-br100,Ravdeep Nagra,4 months ago,"ICU staff was very good after their job. I was, therefore, seven days they took care of me. I had one nurse I disliked, but everywhere else was great."
https://lh3.googleusercontent.com/a/ACg8ocKdX6r82g4qltGw3zeczFFRsFIhm5324WaazgQLvAaJkxpiQg=w43-h43-p-rp-mo-br100,Geeta Mohammed,4 months ago,"The staff in registration was very rude at diagnostic imaging.  When you or a loved one is need of care and you have to depend on these unskilled individuals for assistance it's very sad. Fortunately, another patient was able to assist."
https://lh3.googleusercontent.com/a-/ALV-UjW3AsW-Hg8DFOVJWnqaJWKKLSdJaF6klWkae19kntowsjUZyEQ=w43-h43-p-rp-mo-br100,Rej,3 months ago,"We went to the emergency friday night August 23,2024 FRIDAY, at around 11:30 pm because my son had a fever like his temp doesnt wanna go down (38-39). Doctor requested a chest xray for my baby. and they told us the result was fine. like no sign or did not reveal any evidence of pneumonia. and just now August 27,2024 TUESDAY. we got a call from the hospital that he has pneumonia. it takes 4 days to inform us?! take note 4 days until they call. What if something happen. and they just inform just 4 days later?This is a serious matter espcially for a baby’s health and life."
https://lh3.googleusercontent.com/a/ACg8ocKl4VZB5ofoJHZlhkWFgRK8gS347ffnnwXSJdo3samKStW9gnI=w43-h43-p-rp-mo-br100,Rita H,5 months ago,"Nobody had let me known that I wasn’t supposed to eat before my procedure. The nurses made me feel like it was my fault for not knowing and made me feel stupid. I had been waiting for hours and i had a little to eat, and she only tells me after. Had to wait another 2 hours."
https://lh3.googleusercontent.com/a-/ALV-UjUB3u1u9zqpBvWsyGoZRLzvhx3W26UMPLHuy8r_3TLiok2S8kovXg=w43-h43-p-rp-mo-ba4-br100,Prama (sunflowersandsunshine),2 months ago,"absolutely horrendous. call ahead for my high risk friend who is having a baby (aka highrisk birth) not only is the birth unit so complicated and confusing (theres no staff whatsoever to guide, theres a phone in the middle of nowhere that you need to use to dial but its so outdated we dont even know how to use it) then this lady comes along at the triage station after 5 mins and then asks all the wrong questions even after I stated her water broke, which she clearly missed. then when we asked about what to do about  her water that broke and she says ""oh she didnt tell me her water broke when i asked her"".... she never even asked... the lack of resources in the hospital is appalling, no rooms available for ""check up"" so i ponder what would happen in an emergency situation which is this no less than."
