link,writer,time,text
https://lh3.googleusercontent.com/a-/ALV-UjUUeJmtjFFDEOgeXczGuDhBoObWEFEtQDCR650GhjPZxXX3xLgD=w43-h43-p-rp-mo-br100,SH L,4 months ago,"My first visit to a hospital in Calgary, Canada was an exceptionally positive experience. …"
https://lh3.googleusercontent.com/a/ACg8ocJdM33m1HEsafIRgtgVquRcdYFVay58bFsBP7P85_2vDflPwQ=w43-h43-p-rp-mo-br100,Rose R,4 months ago,"Got my immunization today, and Harleen was beyond amazing. She explained everything, including the symptoms I might experience after the shots, before I received them. She even recommended the shots that I hadn't yet received. Very professional and very nice."
https://lh3.googleusercontent.com/a-/ALV-UjVbti2GWbWUVVS1VT-Cwy_QcvMGjcL36n3i03y_nnekuVXxyjMJNw=w43-h43-p-rp-mo-ba3-br100,Trevor Shaw,3 weeks ago,"I have been to this clinic before and will continue to use it for their appointment schedule and quick, friendly, professional service.  Special shout-out to Cali, the very sweet medical lab assistant who did my bloodwork and ECG today and for answering all my questions. God bless anyone who works in healthcare 🙏🏼 …"
https://lh3.googleusercontent.com/a/ACg8ocKpZKW7o9GxVn779bdczCRJg8VArpAJqkmuXcYGZBj7_nRzKg=w43-h43-p-rp-mo-br100,Kristen Tetley,6 months ago,"The wait may have been considered long but I don’t think it was. I was not actively dying, bleeding or in critical condition so I had no expectation to be seen and treated the minute I walked in. I just knew that it was probably best that I …"
https://lh3.googleusercontent.com/a-/ALV-UjV-mWEDnqzuwjWKQaZjCa_Jh4s_w8U-Me2sHFmt72tO-4Sx8ruZ=w43-h43-p-rp-mo-br100,Mei Liu,a month ago,"Never seen such a bad place, the nurses are rude. I waited for 6 hours in the hospital and didn't see a doctor. The doctors and nurses looked very idle and didn't care about the patients' feelings and conditions. There were a lot of drug …"
https://lh3.googleusercontent.com/a/ACg8ocJih-1WtvRSD6K8nZH6jF5cYj_S-pcN39d2C0Xc1ZHGZ_429A=w43-h43-p-rp-mo-br100,Linda C,4 months ago,"I had a great experience at urgent care. I went in with shortness of breath and an ongoing headache one month postpartum. Went in to rule out blood clots. Triage nurse was great. I was triaged, admitted and roomed within 20ish minutes. …"
https://lh3.googleusercontent.com/a/ACg8ocIPx6psTV17Vc-mxsJm5PiMP6UZzDCqXKTZZIKUKGV8SnlW6g=w43-h43-p-rp-mo-br100,S M,5 months ago,"I went there and it was one of the worst experiences of my life. The nurse that showed directions to the examination room was so so rude to me, she gave me a filthy gown to wear. The nurse that took my vitals (Brenna) was so grumpy as well …"
https://lh3.googleusercontent.com/a-/ALV-UjVyXP8PPf3qAy6qJu_D2oNPRhEtAXePDtpTvYZl6G6gxnzoSOP6=w43-h43-p-rp-mo-br100,Hamza Bk.,2 months ago,"I’m deeply disappointed with the experience at your health institution. The staff lacked basic courtesy and professionalism, and there was an absence of friendliness or a simple smile. In a healthcare setting, these qualities should be …"
https://lh3.googleusercontent.com/a-/ALV-UjV3is96682PcGwTgvewyfzfA7AMUF3j4p5cNcf43tHl2GhRQzWF=w43-h43-p-rp-mo-br100,Zeus J,5 months ago,Went down to the Sheldon Chumir and was very much loved by staff as well as the doctor was fantastic!! The nurse Irene M. Was absolutely fantastic with me. I appreciated both doctors and Irene because they really helped me navigate my way …
https://lh3.googleusercontent.com/a/ACg8ocJOhf7Z3VfT94xPCM3bxNFJUXtGYCNwRJuenHHThdXcWlGU1mI=w43-h43-p-rp-mo-br100,L B,3 months ago,"The emergency dentist at Sheldon has amazing and kind staff - they were very kind and patient to me as I was very nervous during my emergency visit. The dentist assistant, whose name I did not get even came out to the waiting room and was joking around with a small child even playing peekaboo with him."
https://lh3.googleusercontent.com/a-/ALV-UjXHgsrtNVuinL-esbq_zPHua5d1sKw5zi-Xc7M97gNQsXVggM0=w43-h43-p-rp-mo-br100,Rebecca Manske (Vee Ess),2 months ago,"I am under the care and treatment at Sheldon Chumir- and I have been for approx 8 months.
I couldn’t say anything except how amazing ALL the staff are. They are …"
https://lh3.googleusercontent.com/a/ACg8ocLnNqI_Av6lB7FDKNG-CwUQZVXdCRMGvQzJT5R5EBjqZWkC7g=w43-h43-p-rp-mo-ba3-br100,Nazz,4 months ago,Arrived at 10:00pm wait time was 2 Hrs and 45 mins. Took 1 hour to see the evaluation nurse. Sat there for 5 hours and there was still 8 others that I knew were in front of me. That being said there was more nurses handing out goodie bags …
https://lh3.googleusercontent.com/a-/ALV-UjWyjEFCn0axnpss7HMRJVY6r477I5_3sxqUU-IFHooLu16gcuPf=w43-h43-p-rp-mo-br100,Salma Alhares,2 months ago,"So inhuman way to accept patients. People are here in pain, sick, need help... and this center expects them to stand up in a long cue to register! Put some chairs for these poor ill people. .or use technology insted of silly cue!! Put a …"
https://lh3.googleusercontent.com/a-/ALV-UjW3ACZKHfFTKQxq-r7KJM9h9W7SqXLaZAR4nrl419StDtA6VPCpTg=w43-h43-p-rp-mo-ba3-br100,Quinn Roemer,5 months ago,"Arrived by ambulance

Get an iv started with fluids and antibiotics …"
https://lh3.googleusercontent.com/a-/ALV-UjXY4hmVUHIb8xbS_a7ex_qSkM_8r4Sl5-fXs9A914_jmZotJUSo=w43-h43-p-rp-mo-ba3-br100,Whitney Dawn,5 months ago,Went to walk in for blood testing as it says it accepts walk in 30 minutes before closing so that left 50 minutes to closing. The one Asian nurse comes to the front and yells out do you have an appointment across the room at us in line. We …
https://lh3.googleusercontent.com/a/ACg8ocKDmBd9dGCTr5hdxqDSSHU_Hfwhky_rTkPXITUxuDWw3X_owkQ=w43-h43-p-rp-mo-br100,Annia Botello,5 months ago,"This review is for Dr.Klassen and Nurse Robin, for their care provided on the evening of May 29th. I’m glad that I came across such a bright Dr. and Nurse. Thank you! 😊 …"
https://lh3.googleusercontent.com/a/ACg8ocIYcbulS69kO0lrYF0ULCmnOvdqhS8Z4QtfeJk4TVrKDYjn1Q=w43-h43-p-rp-mo-br100,C I,a month ago,"I want to shout out to Brook in mental health. I was reluctant to go back to Sheldon chumir because of a negative experience with a doctor. These doctors are unfortunately biased because of their own experiences. Also, the demographics of …"
https://lh3.googleusercontent.com/a-/ALV-UjVY-iDlEI4kKB_McAoz5QaVp2L7RaSyi8-8NnKEimZH_hDXolxm=w43-h43-p-rp-mo-br100,Lisa Lagrelle,6 months ago,One of the indigenous LPN's here at S.C were so rude and unprofessional. The fact that me and my sisters were indigenous as well. She treated us so rudely and judged us harshly. I can't believe it can be your own people who treat you like …
https://lh3.googleusercontent.com/a/ACg8ocLY-abFsxifJd7S9aEzqhBbYJzb5hBa6vgZANOWF1u5URsh8g=w43-h43-p-rp-mo-ba2-br100,April Miller,4 months ago,My gf was brought by Ambulance to this dirty hospital and don't bother asking a nurse a question as they feel threatened. My gf or i don't do drugs and Sheldon M. Chumir is a hospital where most patients are treated for street drugs. Tip to …
https://lh3.googleusercontent.com/a-/ALV-UjWR54q7mSEUKkknlDat2uFn-AE6o1dIysb0jzix3-gh9u98n5lU=w43-h43-p-rp-mo-ba4-br100,Jade M,5 months ago,TRIPLE CONFIRM ALL INFORMATION!!!  Everytime my husband goes in for his kidney appointment hes told some crazy life-changing information that directly contradicts what his doctor and personal nurse have told him previously.  He gets upset …
https://lh3.googleusercontent.com/a/ACg8ocJkQLJE3QxJZM6geTzcJmFQvJJrxCxBact8Fx3xVVAjdzrztg=w43-h43-p-rp-mo-ba3-br100,Patricia L.,6 months ago,"Do yourself a favor and read all the 1 star reviews, these are the ones you should be referring to. Just believe what you read, and if you have the chance, go elsewhere. This place is what nightmares are made of. It will take at least 6 …"
https://lh3.googleusercontent.com/a-/ALV-UjWkOZJ-BALny3eFE8NmhpwHKbW3se5W5Pgbb-pqmP48zjVLN7wm=w43-h43-p-rp-mo-ba2-br100,Mike Tong,3 months ago,"one of the typical failures in the health care sector in canada, after waiting for 5 hours nurse emma called me in and asked then sent me back to the waiting room with an unpleasant attitude, with about 40% of tax money going to health but …"
https://lh3.googleusercontent.com/a-/ALV-UjV8_pupK3dCiNz_E8aQLLwe2WdWoy3Qs-lM5XD_LNwkYphKLgiL=w43-h43-p-rp-mo-br100,Sarah Fitzgerald,3 months ago,"I'm giving them three, because of false reporting. I had a Tuberculosis Skin Test done. When the TB clinic got it, they said the reaction was listed as ""severe"" and described as raised and hard. Neither of which were true when I had the …"
https://lh3.googleusercontent.com/a/ACg8ocJ0v5YNq0r-7TjeTt_tl7oAwZfv2zjnCYicyiMFk3dIANa9Ew=w43-h43-p-rp-mo-br100,Victor V,4 months ago,"I've come here a handful of times for different reasons, overall it's ok but there is a MD here that is by far the best I have ever come across. Scott Beach is the most kind and professional, caring, funny and helpful. I could go on, but to make this brief he is a 10 out of 10 in my opinion and I cannot say enough good things about him."
https://lh3.googleusercontent.com/a-/ALV-UjV4XfJXawMZKK2735We1EcRr2A8Dm9uMAMds44k51C9QKD6FilYmQ=w43-h43-p-rp-mo-br100,Luci Lene,5 months ago,Miranda at Immunization Clinic is an incredible human being. I am completely amazed how gentle and educational the appointment was. We need more health care practioners that treats people with so much respect and kindness just like Miranda.
https://lh3.googleusercontent.com/a/ACg8ocLuX1sVkTZz0eCjMX1lvMyZHCfjo7zQAJ3pGrBcU9iqtHESYQ=w43-h43-p-rp-mo-ba2-br100,Karen Brown,a month ago,"This is my go to place, I live downtown and do not have a family  physician, the Doctors  and Nurses  are extremely nice and polite  everytime i have to go there, I am also a Multiple sclerosis patient and they treat me with respect, I am glad we have access to a place like this."
https://lh3.googleusercontent.com/a-/ALV-UjWsRwydjb8UWPYhP2unO52ORm_SjiQ0lq0PWet0AFfufUZd39t_1g=w43-h43-p-rp-mo-ba2-br100,Tianna,11 months ago,I understand the volume of addicts that are here as this facility does offer methadone. That doesn't surprise me. …
https://lh3.googleusercontent.com/a/ACg8ocKwd6b5OlszXW0XiiwWEwd1_0HYXcv6_EeNY0JoOl2nqO-isQ=w43-h43-p-rp-mo-br100,Lily Ki,8 months ago,"I had a deeply disappointing experience at this health clinic, which also doubles as a safe consumption center. As soon as I arrived, I was greeted by an unsettling sight – four individuals who appeared to be under the influence of drugs, …"
https://lh3.googleusercontent.com/a/ACg8ocJZOG7UGgm09O27C5H2Ir_DkK5LbpxbDe9vTA9X23rk1HaSYA=w43-h43-p-rp-mo-br100,ohhellno timeisup,6 months ago,Ok so yes one must wait sometimes very long in the A & E at Chummier but that is every single hospital in the western world so complaining about that is retarded. Honestly anyone who whine's about a bit of wait is far too privileged and has …
https://lh3.googleusercontent.com/a-/ALV-UjUoEhF16VZBhtGFsSzvBxsbKy88AGjt9siLk9N5v_r6Iuum_-2w9w=w43-h43-p-rp-mo-ba6-br100,James Coburn,2 weeks ago,"Excellent urgent care facility in the heart of downtown. Staff are great, they deal with a lot given Safe Works is located in the building. Still 5 Stars plus awesome nurses and doctors!"
https://lh3.googleusercontent.com/a-/ALV-UjUsutaQb_j2UkQO7fH744RXRWmVpPaoz4zhzpKhC7ONiV5haoM=w43-h43-p-rp-mo-br100,Mags Rags,10 months ago,"This is for the low income dental care. The low income dental program offers a yearly cleaning, emergency care, extractions, fillings, they do use the silver filling for below the gum line, and more, all based on a percent of your earnings …"
https://lh3.googleusercontent.com/a/ACg8ocKXqU1zsmHOqHbmqIkzY8x20mHl6neYRe3Id2UxB4Ia6AAW3w=w43-h43-p-rp-mo-br100,Those Sinclairs,6 months ago,"I was treated with great kindness and respect here. I am very grateful for the proficiency and professionalism of all of the doctors,  nurses, and technicians . I suspect it would take above average patience, resilience and courage to work here."
https://lh3.googleusercontent.com/a/ACg8ocL4-z-SWGaKFT22dgayMTX28xmEHk-_D6PsNKgXOaWvpuSIjQ=w43-h43-p-rp-mo-br100,Linda Gorko,7 months ago,"My husband had a terrible cough and low blood pressure, we arrived at the Sheldon Chumir and waited in line for no more than 5 mins and was taken in to the triage area and a very efficient blond lady with glasses an amazing happy attitude, …"
https://lh3.googleusercontent.com/a-/ALV-UjUWSfMBshX6roQVR_mPndxilbWNGWBUWNinhSHOAKF4ILL6ufU=w43-h43-p-rp-mo-br100,Zack Gilmore,2 years ago,"So far so good.

Admitting was so fast that I walked past the desk and they called my name before …"
https://lh3.googleusercontent.com/a-/ALV-UjUHG1m_aBEsR-k5uUsXdgfjG1iaF95_85ULAGyAVL_nfm5V9MUUeA=w43-h43-p-rp-mo-ba3-br100,Stephanie Church,2 months ago,I’ve had great experiences here with the urgent care nurses and staff every time.
https://lh3.googleusercontent.com/a/ACg8ocK2tOnMqMdHttpWxSXLKQMDZEUwYKJTykXezquh5bukpCYH0A=w43-h43-p-rp-mo-br100,quirkyblonde,10 months ago,"I’m writing to commend the Security staff.

From 2:30am to 5:30am last Tuesday night there was an endless river of human …"
https://lh3.googleusercontent.com/a/ACg8ocINkusK900T8lSSfq42do09iqUdwH8GLCS4_ggnQE0YskJsIsQ=w43-h43-p-rp-mo-br100,Monisha Singh,11 months ago,"This review is specifically for the Lab services on the 3rd floor.

The phlebologist I was assigned to was not experienced at all, and rather, my …"
https://lh3.googleusercontent.com/a-/ALV-UjVrI6lErI4fJ_6-q6l7A_0jpJ0bSp3PS6-peXTRfggUFeBKknCh=w43-h43-p-rp-mo-br100,Alex X-Z,7 months ago,I am writing in regards to the Dental office upstairs. I went into the Rockyview hospital at 5 am in the morning because my face had swollen up over night and I needed an emergency root canal. They recomended me this dental place. Once I …
https://lh3.googleusercontent.com/a/ACg8ocL2c7iIxuMgefxHD8ho51uCjzD1ZFF4s1RdWppG0-CgvoTH=w43-h43-p-rp-mo-br100,Robert Tremblay,9 months ago,Terrible experience. I was having a really bad panic attack and I suffer from PTSD from an illness I had years ago. When I got to the nurse to be watched she treated me really poorly and was incredibly rude. I was looking at her to help me …
https://lh3.googleusercontent.com/a-/ALV-UjW_H0AvD4Z-ZPcVhHuKE1mm0Ft7j2YioXyyzUfKLEnsp65v2qY=w43-h43-p-rp-mo-br100,Stephanie,3 months ago,"What a joke of a hospital. Came in with an dental abcess, face completely swollen and walked out after 4 hours after not being treated seriously or treated. Dont go here whatever you do."
https://lh3.googleusercontent.com/a-/ALV-UjXZ5joQnV8vy4rY93tjjdO0-yKphe9Pp_mAmV-mwVvPslwjrrKT=w43-h43-p-rp-mo-ba2-br100,cyano,a year ago,"Went for a ct, which is always a big deal for me since my veins tend to collapse while being injected. Aside from being super kind, understanding and really empathetic about my concerns, they did everything humanly possible to prevent it …"
https://lh3.googleusercontent.com/a-/ALV-UjVBOMIWhicxynzARpxu27sc9Td6bQZdmJ4En1lWipUj2yPR2f-18A=w43-h43-p-rp-mo-ba3-br100,d Energy,4 months ago,It sickens me to see political flags posted all over a public heath care facility. …
https://lh3.googleusercontent.com/a/ACg8ocJpb8e2OSZ8Mifo3np0ujfOpqy0uqWzrgmetV4cO_aeSx17-Q=w43-h43-p-rp-mo-br100,Ali Arafa,3 months ago,Dr. Morgan Hay saved my life. Very grateful for her and the incredible nurses in Urgent Care.
https://lh3.googleusercontent.com/a/default-user=w43-h43-p-rp-br100,A Google User,7 months ago,"Terrible PLACE I will be submitting a complaint about these guys.  I came by ambulance at 1 am its 3 am people who weren't even there were getting seen before me "" white people "" I'm native ive been sick for 3 days I have high blood …"
https://lh3.googleusercontent.com/a/ACg8ocJBvI8aHX0ijl1jsQ_JXGBE1jqW_Yt7B7QI2MXDLoooLzLl9w=w43-h43-p-rp-mo-br100,Daniela Rodriguez,5 months ago,the chinese woman who is in the lab today june 17 at 3:50 is very rude and has 0 professionalism in attending and helping people. i don't understand why they accept people like that in a place that is supposed to help human beings.
https://lh3.googleusercontent.com/a-/ALV-UjVY0SLyOehm1B6E89aj7ozu8v26C0SzRMO0st4-MHKW3Egdqyc=w43-h43-p-rp-mo-br100,Holly Leanne,a year ago,i have had to come here numerous times in the past few weeks due to covid induced extreme panic attacks. everyone was so kind and did what they could to try and keep me as comfortable as they could. i was treated with dignity and …
https://lh3.googleusercontent.com/a-/ALV-UjXXFAoBlxgY5j_hTdQ2xKGPiIlRXfsBYRdcf9olfiq8bvn0ZDTd=w43-h43-p-rp-mo-br100,Daisy N,3 months ago,"Been to their urgent care 3 times last time was yesterday. Everyone was super nice, calm, attentive and friendly"
https://lh3.googleusercontent.com/a/ACg8ocLGgpUUTqF3pZkZw-2iFAfKDgHm-RqA6savWZ8hd4sez8eI4Q=w43-h43-p-rp-mo-br100,pushwinder gill,9 months ago,"Yesterday morning, my friend's grandma had a mini-stroke. They called 911 and took her to a hospital emergency room. However, the hospital just watched her for a few hours without doing anything. She's 67 and has high cholesterol, but they …"
https://lh3.googleusercontent.com/a-/ALV-UjWCipR_0iXb533ug7C5kNgqiAcJUY3CiPxD7kjWynkQ5MK69_Q=w43-h43-p-rp-mo-br100,Jamal Daquashan,6 months ago,Went there after being attacked and said I had sore ribs.  they quickly got me out and said take tylenol. I can clearly feel one of my ribs moving.
https://lh3.googleusercontent.com/a/ACg8ocKGSzL8zoWNTerxnDgWUFHZrklvZqHg_y2ID8RyYHIqsh21Lw=w43-h43-p-rp-mo-br100,Theo Med Trav,6 months ago,"useless racist people..
Couldn’t direct me to my OWN family & had the audacity to say “well can’t help you”?? …"
https://lh3.googleusercontent.com/a-/ALV-UjXJgxr_8ADa89ilIfncb-raOG75sQ8-L_-SjEAoZsxmUpBXYLQ=w43-h43-p-rp-mo-br100,Millie Z,a year ago,"This is the WORST clinic in the Canada!! We just traveling in this city but everything comes with the bad happened. My friend got very sick and got cold suddenly and then we decided to go to the clinic nearby around, we already making very …"
https://lh3.googleusercontent.com/a-/ALV-UjWDD6xljf-ZfNrRbSs06RMP8o8ZmndE6GfClZLwM2ISo4X2vV2a=w43-h43-p-rp-mo-br100,Malaika Tahir,6 months ago,i told the nurse i had pain in my stomach and she said she didn’t have x ray vision… isn’t your whole job on helping people figure out if something is wrong with them? unprofessional and rude.
https://lh3.googleusercontent.com/a-/ALV-UjWxtGzSht4hUue94OJChsO0T0v5gn-kGbLMxKrdo9nYj-1wKfpi=w43-h43-p-rp-mo-ba5-br100,Arroyo Spero,a year ago,There’s a public health dental clinic in here. The care I received by the staff and dentists was masterful!  The hygienist taught me how to take care of my teeth after years of neglect.  The dentist diagnosed my issue and corrected it …
https://lh3.googleusercontent.com/a/ACg8ocJCluefMBp_1d0JU_wZit9Q31unwcs-N7VoIe1fg1u7Jq_OlA=w43-h43-p-rp-mo-ba3-br100,Max Brierley,a year ago,"The Sheldon Chumir has been one of  the places in Calgary that has been essential and very positive In my life. I have received excellent dental care, mental health and addiction support, and developed excellent and professional …"
https://lh3.googleusercontent.com/a-/ALV-UjXkK6iIVXvrB0IjAQF_hnTcuRXpFBMADaVHgygQ-_4DA67VElk9cg=w43-h43-p-rp-mo-br100,Rochelle Vincent,a year ago,"I took my partner to the ER as she was having significant trouble breathing. Doctor Grant Kaiser determined it was a cold, and to “keep doing what you’re doing.” When I raised concerns about her inability to speak due to the severity of her …"
https://lh3.googleusercontent.com/a/ACg8ocLxDX-OW53SLxMSib8o85aBx92w-TFsdl0YdNH-mFXxHYtW-g=w43-h43-p-rp-mo-br100,Lauren Brady,11 months ago,Waiting times were reasonable by urgent care standards. Staff were very polite and kind despite the onslaught of disruptive/sober-challenged individuals who made their presence known in the waiting room. I wish them all a merry Christmas.
https://lh3.googleusercontent.com/a-/ALV-UjV4YmKeUjvGs_gtJeWxtJogLNtQj6rWCq24i7v6ATpvv-MyEaQ=w43-h43-p-rp-mo-br100,Jessica Eddyj Rogowski Swan,10 months ago,"Was taken here by EMS service who was great fully treated the accident and found the solution and one was dress in military uniform who is also a teacher 👩‍🏫 mentor and the clinic was the downtown urgent care clinic who treated you descend, …"
https://lh3.googleusercontent.com/a/ACg8ocJXJ00SD_9sTBwpoVA3TYsFCW7rZa2YccSg0IRr4JNgpkCwkQ=w43-h43-p-rp-mo-br100,白浩,a year ago,The wait is terrifyingly long. I Arrived on 10:30 pm and left on 7:00 am the next day. I waited for over 8 hours and didn’t even see a doctor. There were more security staff and peace officers than medical personnel on the scene. The place …
https://lh3.googleusercontent.com/a-/ALV-UjWtdMNEjmJSwJ3U39LmRn1ZXwZrOErOeZDkLJZGvVS91AG_sOWD=w43-h43-p-rp-mo-ba3-br100,Pichi,a year ago,My grandma came here because she was having health issues .... She collapsed on the floor and didn't make it..... But during the process the Doctor on sight called my brother right away and told him they were doing everything they could and …
https://lh3.googleusercontent.com/a-/ALV-UjVrGvp7_SHYb1KaSt0TBlF_nPFxfZXI_Hw71_PUaq-GO_r22fFw=w43-h43-p-rp-mo-ba3-br100,Anne Bouscal,a year ago,"Waited about 3 1/2 hours to see a doctor which was considerably less than I expected.  It was a very busy place. I had brought a cup of tea and crossword puzzle to pass the time because I knew that my issue, although important, was not …"
https://lh3.googleusercontent.com/a/ACg8ocKS05prmxgQVwWa49M-JpU-VyUGXmgDkNgtk2-RmVzsUwo9rA=w43-h43-p-rp-mo-br100,kent bancroft,6 months ago,I have had the unfortunate experience of going to this hospital twice both times the wait was painful no pun intended found the reception rude and uncaring I might as well have talked to Oscar the grouch menstrate doctors are incompetent …
https://lh3.googleusercontent.com/a-/ALV-UjXgOlwd66rIx74EkVpHuSNftqtB1CegTXo7T2hTSa2_26O_CpRi=w43-h43-p-rp-mo-ba3-br100,A N F,11 months ago,"Not even one star is deserved. The nurses talk and gossip poorly about patients, none of them are happy being there it’s very obvious & they all seem very burnt out and not truly caring about patient wellbeing. Don’t come here unless absolutely necessary & if you do, don’t expect top tier care and treatment"
https://lh3.googleusercontent.com/a/ACg8ocJqJYeq0ZVWSbd0a-yL2oQOa5Ch1STMBjauPI_vyC4UQz-3KQ=w43-h43-p-rp-mo-br100,Gavin,a year ago,Just amazing staff. The mental health department is a god send for people who need. I dealt with Kelly with my latest episode and she was such an amazing and compassionate woman. I would give 10 stars if I could
https://lh3.googleusercontent.com/a-/ALV-UjWWEZJ7IfUDbCpiM_B-PEw49DVq2TMQelboq2SQEWqUFiYlkV0=w43-h43-p-rp-mo-ba2-br100,Jarrodd Hooton,11 months ago,An absolute debauchery of a health center. I showed up at 330 am and watched a slow trickle of shells of human beings come and use this place as a drug den for almost 4 hours (literally a dude in a poofy jacket selling drugs outside the …
https://lh3.googleusercontent.com/a/ACg8ocKWOXbye__9I5ALqQ6H43r-hGhW-fN1QyY7fzztcNE8nec9kQ=w43-h43-p-rp-mo-ba3-br100,SHawn Moore,7 months ago,Schumer is a good place for rehabilitation wound clinic and other services. It is very helpful and they could use a few more places in the downtown area that have urgent care of that type of place
https://lh3.googleusercontent.com/a-/ALV-UjWB7e6FbHGvvJLMoX36lHcmMlHpOZuxway3eqyVZmswnM_vz-AU=w43-h43-p-rp-mo-br100,FatCatTVSet Protsenko,2 months ago,"Terrible place. I came to them with a very high fever, waited for 7 hours for a doctor and in the end no one came. After waiting for so long, I packed up and left."
https://lh3.googleusercontent.com/a-/ALV-UjVFWZKIOlAGiHYXJQdI-d7u9B1dyvxjXXJYGpaItMdeApgNYVC-=w43-h43-p-rp-mo-ba4-br100,Jen White,8 months ago,"If you’re a parent with ODP or anything to do with this place, beware!!!!! Heartless admin staff, specifically a woman named Tammy isn’t helping you! Had a death in my family and dealing with an immediate family emergency and she wouldn’t …"
https://lh3.googleusercontent.com/a/ACg8ocLFP9gxm0qpjdTp1_BvKzKPFsFHIJ7_IsFI_t4qzHeKmrkrog=w43-h43-p-rp-mo-br100,E Tuck,2 years ago,"The care I received yesterday worked. I arrived at S.M.Chumir in pain and full of anxiety. My experience although not perfect, I don’t think that should be the goal, was perspective changing. I was amazed at how each and every staff member …"
https://lh3.googleusercontent.com/a-/ALV-UjWQWDbyW8H9hsO5lY4GBHPLSp_pdXi_Mcx1oFQa39XR5oEXuwNH=w43-h43-p-rp-mo-ba5-br100,Jopie Karman,a year ago,"Easy to find this building, find free parking one block pass pay parking lot next to 1315-5th Street SW, 2 hours free parking."
